#METABOLOMICS WORKBENCH STUDY_ID:ST000063 ANALYSIS_ID:AN000101
VERSION             	1
CREATED_ON          	2016-09-17
#PROJECT
PR:PROJECT_TITLE                 	Biomarkers for Depression in CSF and Plasma in a Population Sample
PR:PROJECT_TYPE                  	biomarker study
PR:PROJECT_SUMMARY               	This West Coast Metabolomics Center pilot and feasibility project was granted
PR:PROJECT_SUMMARY               	Roel Ophoff (UC Los Angeles) and Steve Horwath (UC Los Angeles). Major
PR:PROJECT_SUMMARY               	disorder (MDD) is one of the most debilitating disorders in the United States
PR:PROJECT_SUMMARY               	a 12-month prevalence of 6.7% in the adult population. The disorder affects
PR:PROJECT_SUMMARY               	of Americans daily and is a major health concern with enormous economic cost
PR:PROJECT_SUMMARY               	society at large. Criteria for MDD diagnosis and treatment are based on various
PR:PROJECT_SUMMARY               	and symptoms not always fitting into strict diagnostic categories such as
PR:PROJECT_SUMMARY               	Despite various known risk factors (such as family history, age, and gender),
PR:PROJECT_SUMMARY               	markers supporting diagnosis or prediction of MDD are unavailable. We have
PR:PROJECT_SUMMARY               	cerebrospinal fluid (CSF) and peripheral blood of more than 600 subjects from
PR:PROJECT_SUMMARY               	general population. For each of the participants we also obtained biometric
PR:PROJECT_SUMMARY               	as well as behavioral trait measures. One of the measures is the Beck
PR:PROJECT_SUMMARY               	Inventory (BDI), a well-established questionnaire for measuring severity of
PR:PROJECT_SUMMARY               	Based on the BDI, roughly 5% of participants suffer from severe depressive
PR:PROJECT_SUMMARY               	while most of these subjects are not under treatment or receiving any
PR:PROJECT_SUMMARY               	for depression In the current investigation, untargeted analysis of primary
PR:PROJECT_SUMMARY               	was conducted on age and gender matched human cerebrospinal fluid (CSF) and
PR:PROJECT_SUMMARY               	from subjects suffering with MDD ( n=50) and control subjects (n=50). Subjects
PR:PROJECT_SUMMARY               	diagnosed as having MDD based on the Beck Depression Inventory. The primary
PR:PROJECT_SUMMARY               	of this study were to 1) identify metabolites which discriminate between
PR:PROJECT_SUMMARY               	with and without depression symptoms in the CSF and plasma and 2) how changes
PR:PROJECT_SUMMARY               	between CSF and plasma.
PR:INSTITUTE                     	University of California, Davis
PR:DEPARTMENT                    	Genome and Biomedical Sciences Facility
PR:LABORATORY                    	WCMC Metabolomics Core
PR:LAST_NAME                     	Fiehn
PR:FIRST_NAME                    	Oliver
PR:ADDRESS                       	1315 Genome and Biomedical Sciences Facility,451 Health Sciences Drive, Davis,
PR:ADDRESS                       	95616
PR:EMAIL                         	ofiehn@ucdavis.edu
PR:PHONE                         	(530) 754-8258
PR:FUNDING_SOURCE                	NIH U24DK097154
#STUDY
ST:STUDY_TITLE                   	Biomarkers for Depression in Human Cerebrospinal Fluid in a Population Sample
ST:STUDY_TYPE                    	biomarker study
ST:STUDY_SUMMARY                 	This West Coast Metabolomics Center pilot and feasibility project was granted
ST:STUDY_SUMMARY                 	Roel Ophoff (UC Los Angeles ) and Steve Horwath (UC Los Angeles ) . Major
ST:STUDY_SUMMARY                 	disorder (MDD) is one of the most debilitating disorders in the United States
ST:STUDY_SUMMARY                 	a 12-month prevalence of 6.7% in the adult population. The disorder affects
ST:STUDY_SUMMARY                 	of Americans daily and is a major health concern with enormous economic cost
ST:STUDY_SUMMARY                 	society at large. Criteria for MDD diagnosis and treatment are based on various
ST:STUDY_SUMMARY                 	and symptoms not always fitting into strict diagnostic categories such as
ST:STUDY_SUMMARY                 	Despite various known risk factors (such as family history, age, and gender),
ST:STUDY_SUMMARY                 	markers supporting diagnosis or prediction of MDD are unavailable. We have
ST:STUDY_SUMMARY                 	cerebrospinal fluid (CSF) and peripheral blood of more than 600 subjects from
ST:STUDY_SUMMARY                 	general population. For each of the participants we also obtained biometric
ST:STUDY_SUMMARY                 	as well as behavioral trait measures. One of the measures is the Beck
ST:STUDY_SUMMARY                 	Inventory (BDI), a well-established questionnaire for measuring severity of
ST:STUDY_SUMMARY                 	Based on the BDI, roughly 5% of participants suffer from severe depressive
ST:STUDY_SUMMARY                 	while most of these subjects are not under treatment or receiving any
ST:STUDY_SUMMARY                 	for depression In the current investigation, untargeted analysis of primary
ST:STUDY_SUMMARY                 	was conducted on age and gender matched human cerebrospinal fluid (CSF) and
ST:STUDY_SUMMARY                 	from subjects suffering with MDD ( n=50) and control subjects (n=50).
ST:STUDY_SUMMARY                 	were diagnosed as having MDD based on the Beck Depression Inventory.The primary
ST:STUDY_SUMMARY                 	of this study were to 1) identify metabolites which discriminate between
ST:STUDY_SUMMARY                 	with and without depression symptoms in the CSF and plasma and 2) how changes
ST:STUDY_SUMMARY                 	between CSF and plasma. 
ST:INSTITUTE                     	University of California, Davis
ST:DEPARTMENT                    	Genome and Biomedical Sciences Facility
ST:LABORATORY                    	WCMC Metabolomics Core
ST:LAST_NAME                     	Fiehn
ST:FIRST_NAME                    	Oliver
ST:ADDRESS                       	1315 Genome and Biomedical Sciences Facility451 Health Sciences DriveDavis, CA
ST:EMAIL                         	ofiehn@ucdavis.edu
ST:PHONE                         	(530) 754-8258
ST:NUM_GROUPS                    	3
ST:TOTAL_SUBJECTS                	105
ST:STUDY_COMMENTS                	2014-03-03 13:37:37.766
#SUBJECT
SU:SUBJECT_TYPE                  	CSF
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
SU:SPECIES_GROUP                 	Human
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	CSF_48	140317ajlsa01_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_17	140317ajlsa04_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_40	140317ajlsa08_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_22	140317ajlsa09_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_37	140317ajlsa10_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_02	140317ajlsa11_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_46	140317ajlsa13_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_27	140317ajlsa18_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_03	140317ajlsa20_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_16	140317ajlsa23_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_14	140317ajlsa24_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_01	140317ajlsa28_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_35	140317ajlsa31_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_08	140317ajlsa32_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_39	140317ajlsa33_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_20	140317ajlsa38_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_45	140317ajlsa41_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_07	140317ajlsa42_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_15	140317ajlsa49_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_28	140317ajlsa50_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_38	140318ajlsa01_2	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_42	140318ajlsa03_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_18	140318ajlsa06_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_32	140318ajlsa08_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_31	140318ajlsa13_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_50	140318ajlsa14_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_34	140318ajlsa16_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_23	140318ajlsa20_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_25	140318ajlsa21_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_44	140318ajlsa24_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_09	140318ajlsa27_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_43	140318ajlsa28_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_49	140318ajlsa30_1	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_12	140318ajlsa31_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_04	140318ajlsa32_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_36	140318ajlsa33_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_24	140318ajlsa34_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_41	140318ajlsa36_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_30	140318ajlsa37_4	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_29	140318ajlsa41_3	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_05	140318ajlsa44_3	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_47	140318ajlsa47_3	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_21	140318ajlsa48_3	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_10	140318ajlsa49_3	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_11	140319ajlsa01_2	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_06	140319ajlsa03_2	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_33	140319ajlsa04_2	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_19	140319ajlsa05_2	Source:Group 1 - Score 0	
SUBJECT_SAMPLE_FACTORS           	CSF_69	140317ajlsa02_1	Source:Group 2 - Score 50	
SUBJECT_SAMPLE_FACTORS           	CSF_52	140317ajlsa03_1	Source:Group 2 - Score 50	
SUBJECT_SAMPLE_FACTORS           	CSF_98	140317ajlsa05_1	Source:Group 2 - Score 50	
SUBJECT_SAMPLE_FACTORS           	CSF_61	140317ajlsa06_1	Source:Group 2 - Score 50	
